overall,reviewText,summary
1,Came in a little scuffed up as if it had been worn before. A nice shoe otherwise though.,I think it had been worn.
1,You get what u pay for !,One Star
1,No way in the world anyone that looks like me or the lady in the photo can cover what she has.  The left 1/3 of the material out of the pattern or shrunk it or something.  No where near what was supposed to come.  Thanks for the credit on this . . . I'll drop it off at the UPS before the18th AUG 2013 deadline.  Buyer BEWARE!,Yikes!!!
1,"I have sensitive ears to most everything. I can wear gold, sterling silver, silver, and titanium and that's it. Literally it. Anytjing ""hypoallergenic"" makes my ears swell up 3x their size. A lot of good reviews made me try these. Shoulda known for this price was too good to be true.

I've had these in a day and I'm having an absurd reaction and the earring has turned black where it sits in my ear.",Sterling silver my ass
1,Cheap Plastic Shoes,Cheap Plastic Shoes
1,"most user un-friendly watch. i've spent hours trying to figure out how to reset the watch for daylight savings. if a grown-up can't figure it out without a manual, it shouldn't be a kids watch.",most user un-friendly watch. i've spent hours trying to ...
1,completely different then picture. very cheap made & just looks unsightly. ball with elephant fell off & broke immediately after taken out of packaging. do not recommend buying even for the price.,cheap & defective ):
1,The shoes are fake Osiris. They are made very cheap. Not real,Fake Osiris
1,I bought a size 6.5M and found it to be 39.5 not as chart details:(,I bought a size 6. 5M and found it ...
1,Came with hair all over the inside of it,One Star
1,This wig runs really small so beware!,One Star
1,"Was listed an an infants but it was for adults, had planned to have my sons pictures made but now have to order something new",Doesnt fit
1,Chain broke first day wearing it.,One Star
1,"Cute shoes but unwearable - the toe is too hard, my feet keep hitting it, and the elastic at the back of the heel is painful. Love earth shoes but these are impossible.",Cute shoes - Hurt like hell
1,"This pair of shoes (women's punk mouse ballet flat) is too large like size 38, one size bigger the other pair of shorty slip-on loafer Bordeaux 7M that I received via the same shipment.",... shoes (women's punk mouse ballet flat) is too large like size 38
1,There is a high insert in the shoe.  Toe box is tight I don't have wide feet but it's still tight.  I had read several reviews and they stated that the Moab wasn't as tight.  I purchased the Moab II.,There is a high insert in the shoe. Toe ...
1,"Ordered a size 32.  The belt was marked with a 32, but the last notch was a 28.  The belt was was unable to fit my slender 31 inch waist.  The belt was also not solid suede; the inside was a suede veneer.  Save your money...the price was not worth it, and the shipping was also another 4 bucks.",Sized wrong and not good quality
1,"I bought the item to replace an old pair and waited till the weather got a little better used it 3x for work it opened up on one side and front, poorly made",What happen poorly made
1,i had these shoes for 3 months and the stitching around the toes broke on both shoes.  Please be aware of this!,Beware!
1,The helmet was way too small to wear and the body suit was a little see through.,One Star
1,"Bought these for my son for middle school. Within a week of buying 6 pairs, two ripped on the back side while he was in school traumatizing him. Wrote the company and they refused to help saying they inspect the clothing before leaving and then it's a done deal for them. don't recommend you spending the money i did",Company doesn't stand behind product
1,"I bought this thing after given careful consideration to the reviews.  I was really just hoping to pull in some of my belly (I carry all my weight in my stomach) so that I wouldn't stretch that belly-button buttonhole on my dress shirts any more!

Well, like everyone here advised, it was nearly impossible to fit into the shaper. I, too, had to put it on while it was zipped and just pull it over my body.  Which was a FIGHT. I wear a 2XL shirt (18"" neck).  I'm 5'9"" and 280lbs. Any way, I barely got the thing on after a LOT of uncomfortable struggle and knew I had no interest in going through that every morning.

Then, I looked in the mirror, and didn't really notice a change.  I put on a dress shirt that fit a little snug around my middle and felt no change whatsoever.  It just gave no improvement at all.

I wouldn't recommend buying this.  I can, however, say that Amazon let me return it for a full refund with no hassle whatsoever.",Returned - No noticable improvement
1,"After one day in the sun these things curled up and are unusable, alas, it happened after the rather short return period. Fortunately my feet weren't in them at the time! One would think a sandal would be constructed out of materials that could handle sun light....",keep them in the shade!
1,Don't waste your money.  These glasses actually made the lights on passing cars seem brighter.,doesn't work
1,"It feels like a straight jacket. Went with the Champion Women's Shaped T-back Sports Bra, White, 36C instead.",One Star
1,The black version is NOT a Seven Till Midnight brand! It is a cheap knockoff from China! I have purchased two of the blue ones and they are exactly as described this black one needs to be removed!,This is a fake.
1,I was very disappointed when by boxes shorts arrived was not the colors that were in the original sale post,Make sure you post the right colors in the future
1,This mask is huge!,One Star
1,"Is it a gavel? Yes. Does it look anywhere near as good as the picture? Absolutely not.
First of all, it is a hollow plastic. This means it's only useful as a visual prop. If you try to bang it like a gavel, it sounds awful.

The plastic also doesn't have the wood-like ridges that the picture shows. It looks very much like plastic. The lack of wood ridges was the most egregious offense in my opinion.

There is also a serial number printed in white paint on one of the faces of the gavel. This makes it look even cheaper.",Deceiving Picture!!!
1,"Terrible, the outer layer started peeling off 3 months after I bought them, I have worn danskos for years and never had this happen.",They're already falling apart
1,"I tried to find a way to contact the seller about this but I could only leave a review.  I purchased this in June and because it is navy blue I do not wear it often.  Maybe three or four times at most.  The first problem occurred with the first wearing.  The blue flower detached from the elastic hair band.  INo biggie, I purchased it for the sun shielding qualities so I saw no need to go through the trouble of returning.  Well I wore it yesterday for the third or fourth time and, as usual, rolled it up in between wearing's.  Well much to my surprise the thing came apart at the seams.  Halfway the visor the seam separated and the visor separated into two separate pieces.  Don't buy this.  It does not hold up.  I purchased a brown but I've only worn it once so I don't know if its defective too.  Too bad there is no way to return or contact the seller.",Doesn't hold up.  Don't purchase.
1,I have always had good luck with Dr. Scholls. The pair I just bought however  was cheaply made and the seam already ripped inside and gives me a blister . Big waste of money. Its a shame because I really love the color too.,poorly made
1,recieved item and frm out of the pacage discovered it was not working..also as i pressed one of the buttons it fell out,not worth it
1,I wore this shoes 3-4 times it is horrible and my back started hurting. I wanted to return but it was too late. Not recommend it at all.,I wore this shoes 3-4 times it is horrible and my back started hurting
1,that nice wing is plain on the flip side.,One Star
1,"I only wore them a couple of times and they got scratched easily, the faux leather started to peal off and the fastener broke. Don't buy!","... them a couple of times and they got scratched easily, the faux leather started to peal off and ..."
1,It's larger than you think by 2 sizes,One Star
1,"Literally 5 minutes after my brother got it, the top popped off.",broken at start
1,"this wig was uneven and looked nothing like the picture portraits ~ rather disappointing, truth be told.",Not worth the money
1,The jaw was broke when I opened it and strap was cheap on back it broke a to trying it on..still have not got my money back..,The jaw was broke when I opened it and strap ...
1,"Hard to tell with 2 different sizes , and I have to pay to return. Learned my lesson",One Star
1,"Waaaaaaaaaay thin. The color is spot on and the curls are cute.. But it's so freaking thin that I wouldn't wear it without a hat, the net shows through.","Thin, and the net is showing!, cute color and hair clips tho"
1,Needs bright light to charge.  I keep it in watch box with glass top and in bedroom.  After a year it does not keep charge worn only special occasions.  I would avoid solar powered watches unless wearing them daily,Needs bright light to charge. I keep it in ...
1,"With any shoe, it takes time to determine if they really fit.  Well, these Keen Women's Marshall Hiking shoes don't fit but it took a few
times of walking in them to find that out!!!  Now it's too late to return them (I've called the supplier--Essentials---and the manufacturer--Keen shoes--and although they agree that a hiking shoe takes awhile to break in, nothing can be done unless Amazon.com comes to my support.  I just HATE the fact that I spent $90 on a pair of shoes that I cannot wear without a great deal of pain in the right foot.  No one wants to go on a 9 day hike (Camino Santiago) and be in pain the entire time!  Help!!!! Amazon.com",DON'T BUY SHOES ON THE INTERNET
1,"If you are a person with a small head, very wide nose, and need a short arm on your glasses these may work.  If you have a normal head then the side arms hardly reach your ears.  Plus the listing was for John Lennon Hippie Retro Round silver-mirror lens...which they don't have!  They sent me black instead....so, no I'm not happy.
I contacted seller...was given a $4.00 refund.",Pretty much hate these glasses!
1,just too narrow. Will be returning them soon,One Star
1,These shoes fell apart at a water park within a couple of hours.  I ended up having to take them off and go without on hot pavement.  This is not what I would have expected from water shoes.  I would have thought they would last at least a full day.  The inside of the shoes came undone and began bunching up under my feet as I walked.,These shoes fell apart at a water park within a ...
1,They got holes in the toes after 1 weeks wear. Not happy!,Disappointed!
1,"Bad, very small, there is no way to wear, very narrow. Recommended not to buy. Asians do not recommend to buy, there is no way to wear. Very garbage shoes.","Bad, very small, there is no way to wear, very narrow. Recommended not to buy."
1,It's Nicely made and all but there not real.... The logo and some of the glue is showing. Ralph loran is famous for there idea of perfection,Cheaply made
1,As much as I liked how this wig looked it was extremely heavy. I couldn't wear it for long because it was so heavy,Heavy on the head
1,"When this first arrived I was impressed at the quality of the fleece. It was thick and soft. However after wearing it a few times to lounge around in, holes started appearing and the fleece around the seams became threadbare.  I do not feel like it is worth the price. I can't imagine what would have happened to it if I actually were to sleep in it.",Disappointed
1,"So, this is a really cute costume. Unfortunately, it just didn't work for us. My son is pretty small for his age so he was kind of swimming in the size he was supposed to get. Even with that he still couldn't fit his wrists through the wholes. It took me literally a half hour of trying to get him I the costume. He fought it the whole time and when we finally got it on the inner lining was sticking out of the wrists and he was sitting there crying. Which for him is usual. He is a very active baby always running around like crazy. We ended up returning it because it was simply unusable.","Small wrists, no go."
1,"i'm really disappointed with this nine west product. i've had shoes from nine west in the past but this has to be their worst product. the material looks so very cheap and it actually looks like it might rip out on you while wearing it. i'm usually a size 4.5 but i got a size 5. surprisingly, the front strap is too small for my tiny feet. i don't even know what type of feet would fit in there if mine don't. and the front strap becomes crooked and wrinkled whenever i try to tie the ankle strap. it's just a mess. i'll be returning this product because it's not worth the 80 dollars i spent on what i thought would be a good durable and comfortable shoes.",disappointing
1,"really crazy sizes.  I wanted 38"" waist and I ordered the size  4x-38.  It was more like a 4x...it was huge and weighed a ton.  Unless you can try on a few sizes, I would not buy these.",crazy sizes!
1,Battery only worked for 3 days...was not impressed.  Sorry,One Star
1,I oder large side it's shows 36 west but it's 28 how I can fit in 28,One Star
1,"The item received was dirty and used, also ripped on the sides.",One Star
1,"Disappointing that's what this brooch is. When I put it on a jacket it didn't hang right.  It looked like a regular safety pin on my jacket.

I'm sorry I purchased it.",Not What I Thought
1,It was way to small must have been for women. I don't have a big wrist..,Sizing.
1,Way too small for me,One Star
1,Nice boots but even putting them on made my fit cry. I am a solid 8.5. There is no way they are sized right,Nice boots but even putting them on made my fit ...
1,Gave away to Goodwill,One Star
1,Way to tight not what they said at all,One Star
1,I am in the process of return,One Star
1,"This is a beautiful watch winder, which will begin to squeak loudly and obnoxiously within a few months. I've had 2 within a few months go out on me, which is extremely unfortunate.","Squeak, squeak, squeak"
1,Not to be worn outside,One Star
1,"I received wrong size, I received what I didn't ordered",One Star
1,"the memory foam is comfortable, however unless you like a relatively oversize shoe do not buy.  The memory has a plastic edge that rises up around the foam insole.  The foam does not go to shoe wall and toes fall off foam, even in tight shoe, and your toes feel like they are being cut by the plastic seal and they feel like they are going to be cut at any moment. Very painful!!",plastic knife
1,"Dye lots do not match on each pair!!! Will keep these for my granddaughter to run around the house, but not for going out in public, awful attention to detail.",Dye lots do not match on each pair!! ...
1,"Broke on first use.

Discovered 31 days after purchase because my college aged son didn't pick them up from the house due to finals and getting setup in his summer job.

So, DO NOT buy these.",Broke on first use (ZERO STARS)
1,"I bought these to wear while walking/jogging in Italy on a 2 week cruise - FILA being a brand name over there they did help me blend in a bit.  The uppers lasted well, and clean up nicely, but I had to get rid of them after the trip - we walked around 10000 steps a day during that 2 weeks and that was all these shoes could stand.  The shock absorption was gone as was the vast majority of the tread.  They had a nice even wear pattern, but I do demand more than 2 weeks wear out of a pair of shoes!",Big time bummer - My first running shoe in a long time did not meet expectations.
1,"These pants were not at all what the description said they were.  They were supposed to be mid-rise, but actually came up way above my rib cage.  How ridiculous!  The whole fit of them was grossly oversized.  Very, very disappointed.",Mid-rise pants?  Really?
1,Look beneath the boot. Compare it to the one you see on the Pajar website. These are cheaper because they are fake; imitations.,Look beneath the boot. Compare it to the one ...
1,"VERY SMALL, CAN I RETURN THEM?",One Star
1,it clearly shows bear paws in the picture but it comes with dogs shame on yall for falsely advertising the product.,it clearly shows bear paws in the picture but it ...
1,Well it says it's silver and it's not it tarnished really fast and I had to throw it away because it looks really bad once tarnished the ring it's really pretty but it gets really ugly to fast,... had to throw it away because it looks really bad once tarnished the ring it's really pretty but it ...
1,"The boots are not the same color as shown in the picture, came dirty. I bought these as a Christmas present for my wife, and thank the good lord almighty savior that I decided to open the box. I had to clean off what appeared to be dirt and mud from the boots.
This is to say nothing of the quality of the boots. They look well made and, despite getting a different color than expected, should still work for their intended purpose. It is just very disappointing to pay $120 for filthy boots.",Disappointed
1,even though it was listed for use with a Timex Weekender it wasn't. too wide.,One Star
1,"I have to travel to use it for visiting a plant in Mexico and is a torture for me because of I don't have another option to use. My fingers cannot stay straight I have to keep them turn and I fell that ankle do not touch the back part. I took the insole out of both shoes and I realize that the left one is shorter.

I choose this rating because I have to wear it three days in a row without choice 12 hours per day and I have a pain in my fingers and ankle that don't allow me to work properly.",Left shoes shorter than right one...
1,It's cute but temperamental. It would only work if it was still not when you're wearing it. Then it gave out completely after a short time.,It's cute but temperamental. It would only work if ...
1,marked the wrong size,"nice shoes, miss labeled"
1,"Not worth even the $1.50 paid. Tossed the ONE received in the trash.
The clip was rusted and pitted. The large 3 fake stones were a hideous hot pink, with the smaller ones just as ugly.
Overall, it is the kind of typical cheap Chinese junk that most of wish was not allowed to be sold in this country and which we almost always regret the moment after receiving.

Would give it no stars, if I could.","Rusty tarnished metal, ugly and cheap looking"
1,Couldn't set anything and instructions in Japanese. I ordered 2 - the other one came in after this one and had English instructions.,Doesn't work
1,This product has a massive grip on your belt line. It will destroy and ruin your pants in you try to adjust it. This product in my opinion would only work best with Jeans,This product in my opinion would only work best with
1,"fits ok but unable to wear it because it makes feet unstable.good looking shoe --not designed for walking---first ever shoe that totally is unwearable in my lifetime ,jm",good looking shoe --not designed for walking---first ever shoe that ...
1,Not a fan at all with the filas I should of stuck with the newbalence,horable
1,The tongue on these shoes folds down. They will not keep there shape at all. I love New Balance shoes but I will not even wear these I hate them.,Bad right out of the box
1,"Beautiful photos of some OTHER Ring listed, because the ring shown on here is a far cry from what I received in the mail today! Very cheap looking; ZERO dark silver detailing like its shown in photo. Im likely asking for a Refund! OR Def Returning!",Ring NOT as shown in photos! VERY CHEAP looking
1,"This product is not what it says it is, Its a total lie, don't buy it, its a mask for a kids costume",Its not a helmet its a kids costume mask
1,"As many have written, these gloves last for a few rides then they begin falling apart. I purchased one pair, size Large, from Amazon and 2 pairs, size XL, from my local REI (as others have noted, these are sized small compared to the other PI gloves I've purchased over the years), all three pairs over a one month period. I had the same problem with all three pairs: the logo on the closure tab peels off; the part of the closure tab sewn onto the palm pulls off; and, the stitching around the center palm gel pads unravels. Each pair lasted no more than 10 rides, one pair pulling apart after 2 rides. I returned the ones I purchased at REI for a refund.

I've used PI exclusively for the past 13 years and have never had any of these problems with their Gel\Elite Gel\Gel Lite gloves. I'm using my older PIs now and just ordered a few pairs of Giros to try them out.",Fall apart after a few rides
1,Bad product a piece of soft plastic arrived broken in two parts,Bad quality
1,It broke in two days. I got what i paid for.... junk... no stars for this piece of junk. For this review u have to pick a star but believe me its not even a 1 star,It broke in two days. I got what i ...
1,this picture is not the belt they sent me. i got a thick silver belt with two rows of holes the length of the belt.,this picture is not the belt they sent me. ...
1,just did not like them at all returned,One Star
1,I would not recommend anyone to buy this not unless you are really small and with no curves. Its really tight and made my butt look fake. I already have a nice size just brought it to get a nice lift but it was a waste of money. Don't buy,I would not recommend anyone to buy this not unless you are really ...
1,"I was really sad when I got these.  My son loves anything cars/trucks/trains/construction/airplanes/etc so I thought these would be a perfect gift from the ""potty ferry"" since he would like all of them.  The ones I got were all space themed, something my son really does not care about at all.  I was hoping to get him more excited about potty training. I guess I will buy any further sets from the store where I know what I am getting.",Very sad
1,I purchased these 2 months ago. I work outside in the weather and in water. The boot is not insulated well and the toe of the boot is already peeling. Not a comfortable or reliable shoe.,Not a comfortable or reliable shoe
1,Too small,One Star
1,Smalleat thing ever,One Star
1,These are supposed to be all cotton.  I ordered four in color Heather.  All four were ten percent polyester.  These don't breathe as well as a full cotton shirt.,I expected an all-cotton shirt
1,"Looks nice but terrible. Not only does it run small but it is also too narrow and very very very difficult to get your foot in,  it doesnt have much elasticity or space to put your foot in the shoe. Also, it feel like it would esily dig onto the skin and create blisters or wounds. I returned it.",Looks nice but terrible
1,I have wide feet and I guess needed a size above. I am a size 9 and bought a size 9 and could not even get my feet in the shoes.,Too small
1,"I have always bought keens for all my family on the knowledge that they are a good quality shoe and fit comfortably, however these just don't meet that.
This is the first pair of Mary Janes however.  They are not comfortable at all.
I bought them for work as I'm always stood and on my feet.
I wore them one day.
In that one day the tred is already looking worn, so now I feel wasted my money for something I wore once and now unable to return as they look like I have had them months.",Not worth it.
1,Worst Muckboots I've owned!!!!  I purchased them Nov 2014 and within a month they have split in between the steel toe and the metatarsal guard.  They leak badly now and again they are less than 3 months old.  Very disappointed,GARBAGE
1,"Not comfy at all. They look fine but when I wear them, they are not smooth inside. I feel something rough pressure on top of my feet. Evenmore, I feel like I have right side shoe on my left foot and the other way around. Very hard to walk in them. Maybe I got defected pair. I am returning.",They look fine but when I wear them
1,"I wouldn't know how they fit, I didn't even need to try them on. Only saw that what I ordered was not what I got, however I encourage you to enlarge the photo provided. There was a slim line of BRIGHT neon blue on it, that is can only be described as TACKY!!! After finding out that I was charged a $10.00 return fee. I will not be ordering clothes or anything else that requires sizing. Completely disappointed by the business associated as well as Amazon to say the very least. Check and double check... Businesses are guilty of hiring 3rd party businesses to write positive reviews for their products. Nothing is free! If it says ""free returns on select colors/sizing"" guess what, it's never your size or the color you chose. So upset over this. To hell with Amazon for not doing the right thing!",Always a re-stocking fee. ALWAYS!!! Not worth it!
1,only have worn for a little over 30 days before they started falling apart,One Star
1,"this produc is so poorely made .i gave this as a gift to a fan of the movie. but is embarrasing .the material is bad ,but is worst the fininish product .love amazon.but this one is so bad .if you love the movie like we do .don't ruin it with this bad experince . so sorry",so sorry
1,"I was so excited to receive this off of my Amazon Wish List for Christmas as I took a new job requiring a lot of travel.
One trip and the handle will no longer extend to full height, it will only come up half way and locks up.
I've had a number of people try to get it to work with no success.  So although I loved it on the way to my destination when the handle worked properly, I was beyond irritated to have to hunch over to push the bag with the handle half extended on the leg back.
Very dissapointed and I do not see how to return an item from Amazon that was purchased as a gift from your wish-list when all paper receipts included in the box are long gone.",Handle Issues
1,Bought this for my dad and it fits very small in the chest and arms. Not for someone who is muscular.,not true to size
1,No star to this dress. Cheaply made n the length is not like the picture at all. It is a mini dress,Cheaply made n the length is not like the picture at all
1,The outer covering is very thin and not applied well - what I thought was a crease in the material was actually a cut right through the fake suede outer covering. After three wears it became increasingly obvious and after just a couple of more wears there are a couple of rubbed-off spots! Horrible; not even worth the cheap price.,Started falling apart immediately
1,Useless.  Not stiff enough to do the job.  Not even CLOSE!  Do NOT buy or waste your money!!!,Useless. Not stiff enough to do the job
1,They wouldn't stay in your head.  Had to glue them to another head band,One Star
1,"Shoes were too narrow  - have had the same model Merrill before; don't know if my foot has gotten bigger or what. Ended up with a MUCH less expensive, very comfortable similar shoe that I bought at a store that specializes in clothes for work (nurses, etc.)",Too small - very uncomfortable
1,"If you're on the shorter side, forget it. I'm 5'2"" and this thing is nothing but endless frustration. It rolls down at the top, it rolls up at the thighs. It's unfortunate, because it would be great if it would just stay put.",because it would be great if it would just stay put
1,these shirts shrink terribly in a cold water wash and line dry,One Star
1,"Dark, ugly red.  Not as shown. Definitely not a sweater.  Cheap, light-weight, jersey-like, tee-shirt. Wrinkles easily.  Awful.",Cheap fabric.  Not a sweater.
1,The shirt itself runs correct in size maybe slightly larger except it is short in length.  Being carhartt as well I expected it to have the quality you find in most carhartt buy the material is thin and start he's out to easily.  I am looking for warm long sleeve work shirts being that I work outdoors constantly and this was a waste of money to me.  It would be nice if there were tall sizes as well for women.  The only reason I kept the shirt is because it was soft and it'll work for around the house but thumbs down for being the Carhartt I have always been familiar with.,Not the expected Carhartt Quality
1,"Like a first class dope I paid attention to my podiatrist list of HIS acceptable sandals last summer and order a pair of these.  And unless you are under the age of 21 and five feet five weight one hundred and ten pounds and live in an apartment building where you will not be on grass or in danger of tripping and can afford to buy a new pair every three weeks these things are terrible. I ordered and should of thrown them back in the box and returned them. They're uncomfortable I tripped and stumbled time again they hurt my leg and by back and wearing them around the house is dangerous. But the final insult YELLOW BOX delivered was the night I stumbled on the porch went down on my kneecap split it open kept sliding across the porch and off onto the rocks. I thought I'd killed myself.  These really should not even be sold Terrible, they look nice if that's important.  By the way I changed podiatrist, but don't take his advice list either, save you money and buy something good that will last and not cripple you. These will I promise you",DO NOT EVEN ATTEMPT TO WEAR THIS
1,Arrived damaged. Screen print was rubbed off nearly with a hole in the material.,One Star
1,"too stiff and the insides look and feel like cardboard
no 'give' at all and the soles are cheap
wish they would make them like they used to make them and do ww widths.",Rockports used to be comfortable and made with real leather and real suede on the inside
1,bad choice,One Star
1,The chain broke the first day I wore it.  Very disappointed in the quality of this necklace.  Very flimsy.  Do not recommend.,Flimsy
1,"Looked nothing like this pic, a different color, ugly shirt.  One in the picture would've been nice if that's what they actually sent me.",Looked nothing like this pic
1,the screw in the band fell out the very second day. The dial that you twist is already discolored would not buy this watch.,not well made.
1,I got 1 dam bag and didn't get my money back.,One Star
1,They were too small. There was not a return label. What do I do?,One Star
1,I was under the impression that they would last longer than 60 days.....very disappointed.,very disappointed.
1,Terrible buy,One Star
1,"Snap doesnt snap, you have to push it open. Smaller than I thought. Change and money area doesnt move much. Im sure it wouldnt hold much change. This wasn't worth the purchase even at the price. Its already in with other articles for donation.","Snap doesnt snap, you have to push it open ..."
1,"Was the worst product I bought in my life, it torn up with the first use :(",One Star
1,Just didn't fit as a Crocs sandals. Very disappointed. All set to be returned.,Very disappointed. All set to be returned
1,UNCOMFORTABLE PERIOD!,One Star
1,"They are advertised as slip resistant, but they have zero traction in wetness. They slip everywhere and it's like walking on ice. Will never use these ever again, Do not buy these.",Shoes suck
1,way small for the size and the tutu is so stiff you will only make your kiddo wear it for quick photos and get it off her...oh any mine daughters head wouldn't even fit I made her cry putting it on and taking it off......way expensive for what you get.......,way small for the size and the tutu is so ...
1,"The boys have been wearing these socks for 6 weeks. Why do they look like they're a year old.  The feet have faded to a dull grey where there are no holes. Yes? Holes. Granted the boys wearing these socks work hard for a living. They come home, kick off their shoes and dive into mid afternoon snacks. We know how active 5 & 7 year olds are. Their white Hanes crews are fine. Some of those are 2 years old. These black crews will NOT make it another 6 weeks. I've already thrown 3 pairs away.  I'm hoping that this pack of socks was a fluke in manufacturing. Maybe I got the last off the spindles. I dunno. I do know that I won't be buying black Hanes Crews again. Oh, the leg part of the socks is great for what that's worth.",Hanes on us? Not anymore.
1,I ordered this item because it claimed to have a cell phone pocket.  There is no cell phone pocket. It is going back.,no cell phone pocket
1,"The feathers came broken and ""thin"" in comparison to the pic. For the price it worked bc I removed the feathers to add to a top hat for a masquerade party.",The feathers came bent and broken
1,I purchased these for my son as he hates tying his shoes. It seemed like a neat concept but the white plastic snaps that snap into the shoe eyelets have mostly popped off within less than two weeks of wearing them. I am extremely disgusted with this product and would NOT recommend it to anyone!!,DO NOT BUY THESE!
1,I wore these shoes at my part timhttps://smile.amazon.com/dp/B00ARN3LS8/ref=cm_cr_ryp_prd_ttl_sol_0e job for 3 months and both shes split on the outside of the soles.  Very disappointed,I wore these shoes at my part timhttps: //smile ...
1,the small/medium looks nothing like the photo other than the color. I am sending this back to the seller.,the small/medium looks nothing like the photo other than the color
1,It was not at all as pictured and I hated it. It was not useable.,One Star
1,Seams ripped within 6 hours,Extremely poor quality
1,stones fall out way too easy within days,One Star
1,MATERIAL IS HORRIBLE AND THE XL IS MORE LIKE AN EXTRA 0.,One Star
1,little bit of a tear kinda screwed up,yee
1,Too little,One Star
1,"really I am not happy...I used to get 44cm/10.5.. from puma with write size..but this time from Amazon it's not.the shoe is tooooooo small...why I don't know??!!!maybe there is something wrong with production...bad metrial...
anyway..I will through it away..
Thanks Amazon.",Not happy
1,Ordered L not m,One Star
1,"I am 5'3"" and wear a size 4 or small for the most part and I COULD not pull these leggings up all the way. They run far too small.",Too Small
1,These were comfortable but I have had them for a year now and the stitching is coming apart.  It's the stitching holding the leather to the sole of the shoe.  I would say I wore them maybe 3 or 4 times a week only in cold weather months.,These were comfortable but I have had them for a year now ...
1,I needed the vibrating alarm. It would vibrate for a second randomly every few hours thru the night. I tried two of these thinking the first one was bad,I needed the vibrating alarm. It would vibrate for ...
1,"Like many cheap shirts, the sleeve holes are cut wide which reduces the fabric required.  So when you raise your arms you raise the entire shirt.  If the sleeves are cut properly your arms can move without pulling the entire shirt along with them.  Plus the sleeve length is a bit shorter than most.  Together the sleeve issues are enough for me to return the three shirts I ordered and look for another brand .",Like many cheap shirts
1,Very disappointed with this purchase.  They ripped the first time I use them. By the third time the soles were ripping off Very cheaply made.  Not durable at all. Its a shame because they are comfy but the price tag is too damn high for  such poor craftsmanship,Comfy but rips easily
1,Way to narrow. Cant get them on my feet,Too narrow
1,The design shown in this picture is NOT what it actually looks like when I received the product. It only took me a few minutes to decide that I would return this product to seller.,Low quality product
1,"I purchased a pair of Rockport Men's DresSports 3.0 Davinton Apron Toe Oxford from Amazon at the end of October and am currently extremely dissatisfied with that purchase.

The in-sole on my left foot has developed a hole beneath my heel and I can feel another hole developing at the front of the shoe.  The right in-sole has developed a hole in the front as well.  These shoes are not worn every day, and I spend much of my day at a desk, so this kind of wear on the in-sole is completely unacceptable.",In-sole worn out in less than 3 months
1,I was very disappointed in my purchase...received the shirt only never received the Coif with it...the shirt says up to a XXXL  my husband is a medium and had a very difficult time putting it on...it does look nice but disappointed I did not receive the full order and got no feed back when I questioned it.,I was very disappointed in my purchase
1,"Was way to large, much larger in person than picture.",One Star
1,"When I first opened the package to see my boots I noticed small scratches on the leather. I figured maybe it was part of the design, to give it an older look. After wearing them for less than 5 hours for dinner, the scratches got worse. The shoes looked worn out/faded/destroyed and I never did anything active in them. Just walked around and sat in a house for a family dinner. I don't even know if these scratches/faded marks can be fixed. I love the design of the shoes, but really disappointed in the material. I bought two types of brown booties. One for nice occasions and one for everyday use. These boots were bought for nice occasions only and they were ruined in less than 5 hours. I'm really disappointed with Nine West. Won't be buying there shoes again.",Immediate fading and scratches after wearing them once.
1,Way too small size 3xl usa is really about Large usa,Too small
1,"Too small, made cheaply, I brought this backpack for the daughter, dissatisfied !",Backpack
1,The sizing is HORRIBLE.  I've worn these sneakers for many years and these are not even close to fitting . More like a size11.,The sizing is HORRIBLE. I've worn these sneakers for
1,Not the same ring as  what is shown in the picture,Not the same ring as what is shown in the ...
1,Flimsy. Hot. Not comfortable.,Cheap
1,After two tries still too small I'm giving up. Too bad I really liked the style. I'm 5 10 and 146 lbs. the large will be to big in the top.  It's very tight in the arms and  short wasted.,Too too small
1,Very thin. They wear holes quick,One Star
1,Not good,One Star
1,This dres is not 1X as advertised. It's probably a large size but mislabeled.,One Star
1,When the package arrived there was nothing in it. Just an empty envelope.,One Star
1,"I ordered this for my son and the seller delivered on time.  But the costume itself was a disaster.  He was attending a Halloween event  and when we got there I noticed that the mask had a dent and when I pushed the dent out; it promptly cracked.  The mask straps do not allow for to much adjustment.  I tied it and the velcro kept sticking to the back of the costume.  While adjusting the costume, I noticed a small run in the fabric that started at the waistband seam that ran down the front near seam.  A short while later, I noticed another small run from the neck seam.  A little more time passed and I noticed a hole in the crotch seam.  After my son removed the costume, I inspected the crotch seam.  There were a number of runs and the seam was separated.  My son uses his old costumes to play and after 1-2 years those costumes are still intact.  If you buy this costume, thoroughly check it out before you need it. UPDATE:  Rubies has contacted me regarding the replacement of this product. After more checking, I found 2 more seam separations.",Many defects update
1,Did not fit my 7 year old daughter and now I have to return them.  They did not have a specific size and it made it hard to judge I thought that they would fit but they are way to tight on her feet.,Did not fit my 7 year old daughter and now ...
1,This is not the Scarf that I expected. It's very small. It's not what it looks like on the girl when you get it. Very cheap and thin. Plus I sid not get the Free bracelet that was supposed to come with it. I'm very disappointed,Horrible
